ID      XS (fb) Process #events
37531	8431.98	ae_exx	4727993
37532	15787.6	ae_exx	4818380
37533	10942.1	ae_eee	10942114
37534	20722.5	ae_eee	19876240
37535	10991.8	ae_eee	10991830
37536	20775.1	ae_eee	19876240
37537	25320.0	ae_ell	14939207
37538	41541.1	ae_ell	15422360
37539	25435.6	ae_ell	14941561
37540	41720.5	ae_ell	15422492
37541	1234.89	ae_eyy	1234913
37542	2361.66	ae_eyy	2361704
37543	1475.47	ae_eyy	1475499
37544	2784.96	ae_eyy	2785021
37545	2439.49	aamin_04_10_m1	100036
37546	673.338	aamin_04_10_m1	100039
37547	697.098	aamin_04_10_m1	100036
37548	66.4308	aamin_04_10_m1	100036
37549	390.717	aamin_10_20_m1	100038
37550	110.001	aamin_10_20_m1	100042
37551	113.35	aamin_10_20_m1	100027
37552	10.957	aamin_10_20_m1	100033
37553	101.572	aamin_20_40_m1	100044
37554	28.5609	aamin_20_40_m1	100034
37555	29.6484	aamin_20_40_m1	100037
37556	2.83444	aamin_20_40_m1	100033
37557	21.3363	aamin_40_xx_m1	100050
37558	5.39281	aamin_40_xx_m1	100025
37559	5.60087	aamin_40_xx_m1	100042
37560	0.493246	aamin_40_xx_m1	100035
37561	31029.2	aamin_04_10_m4	100007
37562	19341.4	aamin_04_10_m4	100008
37563	19426.3	aamin_04_10_m4	100006
37564	3936.22	aamin_04_10_m4	100009
37565	2181.92	aamin_10_20_m4	100008
37566	1345.93	aamin_10_20_m4	100010
37567	1354.39	aamin_10_20_m4	100008
37568	276.107	aamin_10_20_m4	100006
37569	331.658	aamin_20_40_m4	100005
37570	217.266	aamin_20_40_m4	100008
37571	219.191	aamin_20_40_m4	100006
37572	46.593	aamin_20_40_m4	100006
37573	48.896	aamin_40_xx_m4	100007
37574	26.9123	aamin_40_xx_m4	100008
37575	27.155	aamin_40_xx_m4	100008
37576	4.61363	aamin_40_xx_m4	100010
37623	63.8627	bbcyyc	886
250002	680.225	4f_zz_h	263180
250004	271.876	4f_zz_h	98629
250006	7680.69	4f_ww_h	3318372
250008	33.5218	4f_ww_h	16762
250010	6400.11	4f_zzorww_h	2928933
250012	78.6961	4f_zzorww_h	39350
250014	608.57	4f_zz_sl	201743
250016	288.362	4f_zz_sl	74188
250018	9521.45	4f_ww_sl	4357184
250022	60.0221	4f_zz_l	30012
250024	36.8321	4f_zz_l	18417
250026	790.713	4f_ww_l	243627
250028	4.16979	4f_ww_l	2086
250030	819.819	4f_zzorww_l	409913
250032	19.0229	4f_zzorww_l	9512
250033	6991.01	4f_sze_l	3225231
250034	7257.72	4f_sze_l	3088163
250035	6985.0	4f_sze_l	3222553
250036	7107.69	4f_sze_l	2878090
250037	1775.49	4f_sze_sl	751003
250038	1961.13	4f_sze_sl	848066
250039	1778.01	4f_sze_sl	752185
250040	1726.55	4f_sze_sl	817280
250041	753.07	4f_sw_sl	302299
250042	7805.53	4f_sw_sl	3607666
250043	750.068	4f_sw_sl	263520
250044	22.8265	4f_sw_sl	11414
250045	252.121	4f_sw_l	126061
250046	2605.8	4f_sw_l	1150267
250047	252.001	4f_sw_l	126002
250048	8.37009	4f_sw_l	4186
250049	156.722	4f_szeorsw_l	78362
250050	1010.93	4f_szeorsw_l	505469
250051	156.837	4f_szeorsw_l	78419
250052	28.5533	4f_szeorsw_l	14278
250054	278.797	4f_sznu_l	139400
250056	14.8503	4f_sznu_l	7426
250058	951.715	4f_sznu_sl	367535
250060	58.9838	4f_sznu_sl	29493
252004	79.1621787139	neu1neu2g	23547
252021	14479.682	2f_z_vg	7239848
252022	786.88645	2f_z_vg	393445
